sentence,generalizing,promoting,identity,attribute
5 টি কারণ কেন 'দ্য প্রোপিসিসি' হ'ল আমাদের প্রজন্মের সবচেয়ে সমৃদ্ধ নগর পাঞ্জাবি সংগীতশিল্পী,0,0,পাঞ্জাবি,সংগীত
"রেজিমেন্টের পাঞ্জাবি মৌলবির নিকট তিনি ফারসি ভাষা শেখেন, সঙ্গীতানুরাগী সহসৈনিকদের সঙ্গে দেশি-বিদেশি বাদ্যযন্ত্র সহযোগে সঙ্গীতচর্চা করেন এবং একই সঙ্গে সমভাবে গদ্যে-পদ্যে সাহিত্যচর্চা করেন",0,0,পাঞ্জাবি,সঙ্গীত
"বরেণ্য শিল্পী রুনা লায়লা দীর্ঘ পাঁচ দশকের সংগীত জীবনে বাংলা, হিন্দি, উর্দু, ইংরেজি, পাঞ্জাবিসহ ১৯ টি ভাষায় ১০ হাজারেরও বেশি গানে কন্ঠ দিয়েছেন",0,0,পাঞ্জাবি,সংগীত
"এতে বলা হয়- ১৭ মার্চ জাতির জনক বঙ্গবন্ধু শেখ মুজিবুর রহমানের জন্মবার্ষিকী ও জাতীয় শিশু দিবস উপলক্ষে জাতীয় পতাকা উত্তোলন, সকাল ৮ টা ৩০ মিনিটে বঙ্গবন্ধুর ম্যুরাল পুস্পমাল্য অর্পণ, আলোচনা সভা, কেক কাটা ও ১০০ জন শিশুকে সাদা পায়জামা- পাঞ্জাবি ও মুজিব কোট পরিয়ে জাতীয় সংগীত পরিবেশন করা হবে",0,0,পাঞ্জাবি,সংগীত
"আলে, ডার্টস এবং স্পোর্টসের পাবলিক হাউসগুলি মনোরমভাবে রান্না করা পাঞ্জাবি খাবার এবং পায়ে ট্যাপিং ভাংরা সংগীতকে পথ দেখিয়েছে",0,0,পাঞ্জাবি,সংগীত
"ধনশ্রী ভার্মা (Dhanashree Verma) আবার জাসি গিলের (Jassi Gill) গান ওয়ে হোয়ে হোয়ে নেচেছেন, ভিডিওটি দেখুন: পাঞ্জাবের খ্যাতিমান সংগীতশিল্পী জসি গিল ও যুজবেন্দ্র চাহালের স্ত্রী ধনশ্রী ভার্মার সুরের গান ‘ওয়ে হোয়ে হোয়ে’ মুক্তি পেয়েছে",0,0,পাঞ্জাবের,সংগীত
শিখা ময়মনসিংহ প্রেসক্লাব থেকেও মেধা বৃত্তি পেয়ে থাকে,0,0,ময়মনসিংহ,মেধা
তার দক্ষতায় ও মেধাবী পরিচালনায় ই-মনিটরিং অ্যান্ড পারফরমেন্স অ্যান্ড ইভালুয়েশন সিস্টেম (ইএমপিইএস) বাস্তবায়নে উদ্যোগ নেয়ার জন্য সরকারি পর্যায়ে কারিগরি ক্যাটাগরিতে বাংলাদেশের শ্রেষ্ঠ সরকারি প্রতিষ্ঠান হিসেবে জাতীয় পর্যায়ে ‘ডিজিটাল বাংলাদেশ পুরস্কার-২০২০’ অর্জন করেছে ময়মনসিংহ জেলা প্রশাসকের কার্যালয়,0,0,ময়মনসিংহ,মেধাবী
দ্য ওয়াল ব্যুরো: ময়মনসিংহ মেডিকেল কলেজে পড়ছিলেন মেধাবী মেহেদী হাসান খান,0,0,ময়মনসিংহ,মেধাবী
ঢাকা বোর্ডের এসএসসি পরীক্ষার জিপিএ-৫ প্রাপ্ত ময়মনসিংহ জিলা স্কুলের মেধাবী ১৫ জন শিক্ষার্থী বিভিন্ন কলেজে অনলাইনে ভর্তির আবেদন করতে গিয়ে হতাশ হয়েছেন,0,0,ময়মনসিংহ,মেধাবী
"মুজিব আদর্শের সন্তান, পরিশ্রমী ও মেধাবী, পরিচ্ছন্ন ইমেজ, সাংগঠনিকভাবে দক্ষ নেতা হিসাবে ময়মনসিংহ জেলা ছাত্রলীগের সভাপতি মো: রকিবুল ইসলাম রকিব বিগত দিনগুলোতে সরাসরি মাঠে থেকে আন্দোলন-সংগ্রাম করেছে",0,0,ময়মনসিংহ,মেধা
"মিজানুর রহমান, ময়মনসিংহ প্রতিনিধিঃ তালাবদ্ধ ঘরে সিলিং ফ্যানের সাথে ওরনা বেঁধে গলায় ফাঁস দিয়ে আত্মহত্যা করেছে মুক্তাগাছার আরকে সরকারী হাই স্কুলের ৭ম শ্রেণির মেধাবী ছাত্রী উমামা তাসনিম",0,0,ময়মনসিংহ,মেধাবী
ময়মনসিংহ জিলা স্কুল থেকে মেধা তালিকায় ৯ম স্থান অধিকার করে এনট্রান্স পরীক্ষা পাশ করেন,0,0,ময়মনসিংহ,মেধা
এ সময় ময়মনসিংহ মেডিক্যাল কলেজের মেধাবী ছাত্র ও সম্প্রীতির মানিকগঞ্জ গ্রুপের প্রতিষ্ঠাকালীন সদস্য কুদরত ই খুদা স্বপণ জানান” সম্প্রীতির মানিকগঞ্জ গ্রুপের মূল উদ্দেশ্যই জনসাধারণের পাশে দাড়ানো,0,0,ময়মনসিংহ,মেধা
ময়মনসিংহ মেডিকেল কলেজে পড়ছিলেন মেধাবী মেহেদী হাসান খান,0,0,ময়মনসিংহ,মেধা
"মেধাবী ছাত্র উজ্জলের চিকিৎসায় সাহায্য কামনা করে ডাচবাংলা ব্যাংক, কলতাপাড়া, ময়মনসিংহ শাখায় অ্যাকাউন্ট খোলা হয়েছে",0,0,ময়মনসিংহ,মেধা
রুপা গণধর্ষণ ও হত্যা মামলা	g তাড়াশ (সিরাজগঞ্জ) সংবাদদাতা তাড়াশের মেধাবী রুপা খাতুন হত্যা ও গণধর্ষণের চাঞ্চল্যকর মামলা ভিন্নখাতে প্রবাহিত করার চেষ্টার প্রতিবাদে গত ৩০ অক্টোবর সোমবার ময়মনসিংহ প্রেসক্লাবে আসামির স্বজনদের সংবাদ সম্মেলনের নামে মিথ্যাচারের প্রতিবাদে তাড়াশের সচেতন নাগরিক সমাজ সংবাদ,0,0,ময়মনসিংহ,মেধা
"এম রুবেল আকন্দ: ময়মনসিংহে ক্যান্সারে আক্রান্ত মেয়েকে বাঁচাতে অসহায় বাবা-মায়ের সাহায্যের আবেদন, ময়মনসিংহ আনন্দ মোহন কলেজের ইসলামের ইতিহাস ও সংস্কৃতি বিভাগের ২য় বর্ষের মেধাবী ছাত্রী কেয়া আক্তার (১৯) ক্যান্সারে আক্রান্ত বিস্তারিত",0,0,ময়মনসিংহ,মেধা
ময়মনসিংহ জেলার ত্রিশাল থানার ১৫ মেধাবী শিক্ষার্থীকে শিক্ষাবৃত্তি দিলো লাইফস্টাইল মেগামল ইনফিনিটি,0,0,ময়মনসিংহ,মেধাবী
তিনি ময়মনসিংহ মুসলিম গার্লস হাইস্কুলের মেধাবী ও সাহসী ছাত্রী ছিলেন,0,0,ময়মনসিংহ,মেধাবী
ময়মনসিংহ কৃষি বিশ^বিদ্যালয়ের মেধাবী ছাত্র ও মুক্তিযুদ্ধে অকুতভয় সংগঠক খুরশীদ আলম শিবলী থানাপাড়ার একজন সম্ভ্রান্ত পরিবারের সন্তান,0,0,ময়মনসিংহ,মেধাবী
Home সারাদেশ ময়মনসিংহ মেধাবী ছাত্রী ছোঁয়া সাহা অন্তরা’র মৃত্যুর সাথে জড়িতদের শাস্তির দাবীতে মানববন্ধন,0,0,ময়মনসিংহ,মেধা
মেডিক্যালে ভর্তি পরীক্ষায় মেধা তালিকায় ৬৭২তম স্থানে আসায় ময়মনসিংহ মেডিক্যাল কলেজে পড়ার সুযোগ পায় সে,0,0,ময়মনসিংহ,মেধা
৯০৩ নম্বর পেয়ে ছাত্রীদের মেধা তালিকায় শীর্ষে রয়েছেন ময়মনসিংহ জেলার মিফতাহুল জান্নাত গলগন্ডা মহিলা মাদরাসার মাসুমা,0,0,ময়মনসিংহ,মেধা
"স্টাফ রিপোর্টার, ময়মনসিংহ ॥ নগরীর গোলপুকুরপাড় এলাকা থেকে অপহরণের এক মাস পরও সংখ্যালঘু পরিবারের এক মেধাবী কলেজছাত্রীকে উদ্ধার করতে পারেনি পুলিশ",1,1,ময়মনসিংহ,মেধাবী
মেধাবী প্রজন্মকে সংবর্ধিত করলো ময়মনসিংহ পৌরসভা,0,0,ময়মনসিংহ,মেধা
ব্রিটিশ শাসিত ভারত উপমহাদেশে সিলেটের সুরমাভ্যালি ছিল সবচেয়ে শিক্ষিত জনপদের নাম,0,0,সিলেটের,শিক্ষিত
"সামাজিক সংগঠনের দায়িত্ব পালনের মাধ্যমে সিলেটের বিভিন্ন উপজেলায় শিক্ষিত, অর্ধশিক্ষিত যুবদের সংগঠনের সদস্যভূক্ত করে সামাজিক দায়িত্ব পালনের পাশাপাশি সিলেট যুব উন্নয়ন অধিদপ্তর, গোলাপগঞ্জ উপজেলা যুব উন্নয়ন অধিদপ্তর, শেখ হাসিনা জাতীয় যুব উন্নয়ন ইনিস্টিটিউট সাভার ঢাকা থেকে বিভিন্ন বিষয়ে প্রশিক্ষণ গ্রহন করেন",0,0,সিলেটের,শিক্ষিত
"নিউইয়র্কে বসবাসরত সিলেটের বিয়ানীবাজার উপজেলার কিছু সংখ্যক উদ্যমী শিক্ষিত তরুণ সমাজের উদ্যোগে গঠিত ""বিয়ানীবাজার এডুকেশন",0,0,সিলেটের,শিক্ষিত
সিলেটের শিক্ষিত যুবকরা চাকরি বাকরি না পেয়েই মূলত বিদেশমুখী হচ্ছে,0,0,সিলেটের,শিক্ষিত
"নাসিমা বানু সম্পর্কে যেটুকু জানতাম, সে বৃহত্তর সিলেটের এক সধারণ শিক্ষিত নিম্ন মধ্যবিত্ত পরিবারের মেয়ে",1,1,সিলেটের,শিক্ষিত
"অসাম্প্রদায়িক বাংলাদেশ গড়া, বিভিন্ন সাংস্কৃতিক কার্যক্রমের মাধ্যমে আমাদের ভবিষ্যত প্রজন্মকে শিক্ষিত করে সুনাগরিক করে গড়ে তুলতে সহায্য, সৃষ্টিশীল কাজ এবং সাংস্কৃতিক অঙ্গনে উল্লেখযোগ্য ভূমিকা পালনের জন্য সিলেটের মেধাবী তরুণ সংগঠক আবৃত্তিশিল্পী সুকান্ত গুপ্ত ও তার সংগঠন শ্রুতি সিলেটকে প্রদান করা হয় জয় বাংলা ইয়ুথ এ্যাওয়ার্ড",0,0,সিলেটের,শিক্ষিত
তার পিতৃ-পরিবার ছিল তৎকালীন সিলেটের অন্যতম সংস্কৃতমনা ও শিক্ষিত একটি পরিবার,0,0,সিলেটের,শিক্ষিত
সিলেটের বিভিন্ন অফিস-আদালতে শতভাগ সিলেটি স্থানীয় শিক্ষিত বাসিন্দাদের যোগ্যতার ভিত্তিতে সরকারি চাকুরীতে নিয়োগের দাবীতে সিলেটের আঞ্চলিক সমমাননা সংগঠকদের উপস্থিতিতে এক মতবিনিময় সভা অনুষ্ঠিত হয়,0,0,সিলেটি,শিক্ষিত
"অথচ দেশে যদি উদ্বৃত্ত আলু দিয়ে চিপসের কারখানা হতো, সিলেটের সাতকড়া দিয়ে আচারের কারখানা হতো, চাঁপাইনবাবগঞ্জ, রাজশাহী, দিনাজপুরের আম, লিচু ও উদ্বৃত্ত টমেটো দিয়ে স্থানীয়ভাবে আচার ও জুসের কারখানা হতো, অথবা সারা দেশে মোটা হাইব্রীড ধানের চাল দিয়ে ‘রাইস কেক’-এর কারখানা হতো তাহলে কত শিক্ষিত-অর্ধশিক্ষিত মানুষের চাকুরী হতে পারতো",0,0,সিলেটের,শিক্ষিত
২০১৫ সালে ইনুর ইশকুল পরিদর্শনে যান সিলেটের জনপ্রিয় রন্ধনশিল্পী ও সংস্কৃতিকর্মী সেলিনা চৌধুরী৷ সেই সময় তিনি শিক্ষার্থীদের সুশিক্ষায় শিক্ষিত হয়ে দেশের উন্নতির জন্য নিজেকে গড়ে তোলার জন্য আহ্বান জানান৷,0,0,সিলেটের,শিক্ষিত
রোটারি ক্লাব অব মেট্রোপলিটন সিলেটের উদ্যোগে শিক্ষিত যুবকদের কর্ম মুখি করে তুলার জন্য আইটি প্রশিক্ষণRead More,0,0,সিলেটের,শিক্ষিত
"নিজস্ব প্রতিনিধি:: সিলেটের কানাইঘাট উপজেলা পরিষদের চেয়ারম্যান আশিক উদ্দিন চৌধুরী বলেছেন, নতুন প্রজন্মের শিক্ষার্থীদের আধুনিক শিক্ষায় শিক্ষিত করে তাদের আগামী দিনের দেশ ও জাতির কর্ণধার হিসেবে গড়ে তুলতে শিক্ষকদের আরো আন্তরিকতার সহিত পাঠদান এবং অভিভাবকদের আরো সচেতন হতে হবে",0,0,সিলেটের,শিক্ষিত
সিলেটের এক অতি সম্ভ্রান্ত সমাজ-সচেতন শিক্ষিত পরিবারেই অবশ্য তার জন্ম ও বেড়ে ওঠা,0,0,সিলেটের,শিক্ষিত
"আমরা অসাবধানতা বশতঃ বলে থাকি বা অঙ্গুলি নির্দেশ করতে চাই বা বলে থাকি যে, লন্ডনের মোহে আমাদের সিলেটের শিক্ষার হার কমে যায় বা দেশে আমাদের শিক্ষিত জনগোষ্ঠী বিদেশ পাড়ি জমানোতে শিক্ষার প্রতি আমাদের দৈনা দশা ঘটে",0,0,সিলেটের,শিক্ষিত
সজিব হাওলাদার বলেছেন: আমরা জনগণ কি এতই নির্বোধ আর বোকা যে এইসব কথা ও বিশ্বাস করব যে মন্ত্রী মহসীন আলীর স্ত্রী'ই সিলেটের একমাত্র শিক্ষিত লোক,0,0,সিলেটের,শিক্ষিত
দেশের শিক্ষিত ও রাজনীতি সচেতন মানুষ মাত্রই এভাবে সিলেটের মেয়র কামরানকে এক নামে চিনতেন,0,0,সিলেটের,শিক্ষিত
তাই মুষ্টিমেয় কিছু ব্যতিক্রম ছাড়া সিলেটের বৃহত্তর শিক্ষিত সমাজ ভাষা সংগ্রামের প্রতিটি পর্যায়ে গৌরবদীপ্ত ভূমিকা রেখেছে,0,0,সিলেটের,শিক্ষিত
সিলেটিদের অতীত ঐতিহ্য ফিরিয়ে আনতে হলে আমাদের ছেলেমেয়েদের উচ্চশিক্ষায় শিক্ষিত করে গড়ে তুলতে হবে’,0,0,সিলেটিদের,শিক্ষিত
এলাকার শিক্ষার উন্নয়ন ও নতুন প্রজন্মের শিক্ষার্থীদের আধুনিক শিক্ষায় শিক্ষিত করে গড়ে তুলার লক্ষ্য নিয়ে প্রতিষ্ঠিত উক্ত শিক্ষা প্রতিষ্ঠানকে জগন্নাথপুর তথা বৃহত্তর সিলেটের মধ্যে একটি মডেল শিক্ষা প্রতিষ্ঠান হিসেবে প্রতিষ্ঠিত করতে এলাকার সকলের সহযোগিতা কামনা করেছেন উপস্থিত নেতৃবৃন্দ,0,0,সিলেটের,শিক্ষিত
তার বাবার পরিবার তৎকালীন সিলেটের অন্যতম সংস্কৃতমনা ও শিক্ষিত একটি পরিবার হিসেবে বেশ নাম-ডাক ছিল,0,0,সিলেটের,শিক্ষিত
আমেরিকান গবেষকরা একদল ইঁদুরকে চর্বিযুক্ত খাবার ও তরমুজ খেতে দিয়ে পরীক্ষা করেছেন,0,0,আমেরিকান,চর্বি
"এটি স্বাস্থ্যকর চর্বিতে পূর্ণ, এবং নিয়মিত অনুশীলনের সাথে মিলিত হলে, আরও বেশি চর্বি হ্রাসকে সমর্থন করতে পারে, প্রকাশিত গবেষণা অনুযায়ী আমেরিকান জার্নাল অফ ক্লিনিকাল নিউট্রিশন",0,0,আমেরিকান,চর্বি
"আমেরিকান হার্ট অ্যাসোসিয়েশন হাইপারটেনশন রোগীদের ফল, শাকসব্জী, চর্বিযুক্ত প্রোটিন এবং পুরো শস্য খেতে পরামর্শ দেয়",0,0,আমেরিকান,চর্বি
"কারণ, আমার এক আমেরিকান বন্ধু তার অভিজ্ঞতা থেকে টিন-এজ ছেলেদের শরীর নিয়ে যেমনটি বলেছিলেন, তাদের মাংস সাধারণত শক্ত ও চর্বিহীন হয়- স্কুল-বালকদের কথাই ধরা যাক- প্রতিনিয়ত লাফালাফির ফলে তাদের শরীর শুকিয়ে যায় ফলে মাংসের স্বাদ অনেকটাই নষ্ট হয়ে যায়",0,0,আমেরিকান,চর্বিহীন
"আমেরিকান হার্ট অ্যাসোসিয়েশন হাইপারটেনশন রোগীদের ফল, শাকসব্জী, চর্বিযুক্ত প্রোটিন এবং পুরো শস্য খেতে পরামর্শ দেয়",0,0,আমেরিকান,চর্বিযুক্ত
"আমেরিকানদের মধ্যে যাদের দেরি করে খাওয়ার অভ্যাস তারা প্রায়ই বেশি পরিমাণে অতি প্রক্রিয়াজাত, চর্বিযুক্ত খাবার খায়",0,0,আমেরিকান,চর্বিযুক্ত
কিন্তু আমেরিকান চিজ বা মোজারেলা চিজে সম্পৃক্ত চর্বি রয়েছে,0,0,আমেরিকান,চর্বি
"আমেরিকানরা টিনভর্তি ডিমের সাদা অংশের গুঁড়া আর পর্কের চর্বিওয়ালা একরকমের প্রসেসড মাংস পাঠাইত, ওরা লাইন ধইরা সেই খাবার নিয়া আসত প্রত্যেক সপ্তায়",0,0,আমেরিকান,চর্বি
"আমেরিকান একাডেমী ডার্মাটোলজি অনুযায়ী, যদি আপনি চর্বিযুক্ত থাকেন, তবে আপনার এলার্জি হওয়ার সম্ভাবনা বেশি",0,0,আমেরিকান,চর্বিযুক্ত
"আমেরিকান হার্ট অ্যাসোসিয়েশন বলছে, “নিজের অজান্তই একজন অতিরিক্ত মদ্যপায়ীর হৃদযন্ত্রের চারপাশের রক্তনালীতে চর্বি জমতে থাকে",0,0,আমেরিকান,চর্বি
"আমেরিকান হার্ট অ্যাসোসিয়েশন (AHA) এর মতে, কাঠবাদামের অসম্পৃক্ত চর্বি একজন ব্যক্তির রক্তের কোলেস্টেরলের অবস্থা উন্নত করতে পারে",0,0,আমেরিকান,চর্বি
তারা বেশিরভাগ ক্ষেত্রেই কাজ করেনি কারণ লোকেরা ভাবেন যে তারা আসলেই কম চর্বিযুক্ত খাবার খান না এবং কারণ চর্বি প্রায়শই আমেরিকান ডায়েটে শর্করার সাথে প্রতিস্থাপন করা হত (এবং এখনও আজও),0,0,আমেরিকান,চর্বিযুক্ত
") আমেরিকান তিনজনের মধ্যে একটি অনুমান করা হয় শরীরের অতিরিক্ত পরিমাণে চর্বি; আনুমানিক 20 শতাংশ স্থূলকায় are যদিও স্থূলতার পরিসংখ্যান ভারতের পক্ষে উপলভ্য নয়, মোটামুটি অনুমানগুলি এখানে স্থূলত্বের নতুন ক্ষেত্রে সংখ্যা প্রতি বছর এক লাখ করে দেয় যার মধ্যে ৫০ শতাংশই স্থূল স্থূল",0,0,আমেরিকান,চর্বি
"আমেরিকান জার্নাল অব ক্লিনিক্যাল নিউট্রিশনে বলা হচ্ছে, দৈনিক ৬ মিলিগ্রাম ক্যাপসিসিন গ্রহণে নারী-পুরুষ উভয়ের ক্ষেত্রে পেটের চর্বি কমার হার বাড়ে",0,0,আমেরিকান,চর্বি
"আমেরিকান জার্নাল অব ক্লিনিকেল নিউট্রিশনে প্রকাশিত ২০১৬ সালের এক সমীক্ষায় জানা যায়, ১০০ বছর ধরে একটা বড় মহিলা দলকে অনুসরণ করে জানান গেছে যারা বেশি চর্বি যুক্ত খাবার খান তারা কম-চর্বিযুক্ত খাবার গ্রহণকারীদের চেয়ে কম ওজন ধারণ করেন",0,0,আমেরিকান,চর্বি
"আমেরিকান ডায়েট অ্যাসোসিয়েশনের গবেষণাও বলছে, নিয়মিত টক দই খেলে পেটের অতিরিক্ত চর্বি ঝরতে থাকে",0,0,আমেরিকান,চর্বি
"আমেরিকানরা যে আলু খায় তার অন্তত অর্ধেক ফ্রেঞ্চ ফ্রাই বা পটেটো চিপসের আকারে থাকে, যেগুলোতে লবণ ও চর্বি বেশি থাকে",0,0,আমেরিকান,চর্বি
"মাংস, দুগ্ধ এবং প্রক্রিয়াজাত খাবারগুলির একটি স্ট্যান্ডার্ড আমেরিকান নাস্তা আপনার চিনি এবং চর্বিযুক্ত স্তরকে বাড়িয়ে তুলতে পারে",0,0,আমেরিকান,চর্বিযুক্ত
"আমেরিকান হার্ট অ্যাসোসিয়েশনের মতো অনেক স্বাস্থ্য সংস্থা এখনও আমাদের চর্বি কমাতে চায় - বিশেষত স্যাচুরেটেড ফ্যাট recent সাম্প্রতিক গবেষণাগুলি অনুসারে, এই পুরো চর্বি প্রবণতা সেই কয়েক দশক পুরাতন বিশ্বাসের বিরুদ্ধে একটি স্বাস্থ্যকর বিদ্রোহ হতে পারে",0,0,আমেরিকান,চর্বি
"জান্নাতুল ফেরদৌস: আমেরিকান হার্ট অ্যাসোসিয়েশনের গবেষণা অনুযায়ী, দারুচিনি শরীরের অ্যান্টিঅক্সিডেন্ট এবং এন্টি-প্রদাহী ব্যবস্থা সক্রিয় করে এবং চর্বি-স্টোরেজ প্রক্রিয়া ক্রমশ হ্রাসের মাধ্যমে উচ্চ চর্বি যুক্ত খাবারে হৃদরোগের ঝুঁকি হ্রাস করতে পারে",0,0,আমেরিকান,চর্বি
তখন আমাকে তেলুগু ‘জার্সি’ ছবিটা দেখতে বলা হয়,0,0,তেলুগু,তেলুগু
"এ ছাড়াও সাঁওতাল, তেলুগু ও উড়ং আদিবাসীরও বসবাস আছে এখানে",0,0,তেলুগু,তেলুগু
"১৯৯১: শুভরাও তোটা, তেলুগু দেশম পার্টি",0,0,তেলুগু,তেলুগু
স্পোর্টস ভিত্তিক গল্পের এই সিনেমাটি ২০০৩ সালে মুক্তিপ্রাপ্ত তেলুগু ‘ওক্কাদু’ সিনেমার রিমেক ছিলো,1,0,তেলুগু,তেলুগু
সাম্প্রতিক সময় বিবেচনায় ভারতে বলিউডি ছবির পরের স্থানই দখল করে আছে তেলুগু ভাষাভাষী টলিউড মুভি ইন্ডাস্ট্রি,0,0,তেলুগু,তেলুগু ভাষা
[৩] ১৯৬০ সালে তেলুগু ছবি মহাকবি কালিদাস ছবিতে অভিনয় করেছিলেন এ নাগেশ্বর রাও,0,0,তেলুগু,তেলুগু
"সাতটি আঞ্চলিক ভাষার (বাংলা, হিন্দি, কন্নড়, মালয়ালম, মারাঠি, তামিল এবং তেলুগু) চলচ্চিত্রের জন্য পুরস্কার প্রদান চালু হয়েছিল ২ ডিসেম্বর ১৯৫৫ সাল আয়োজিত ২য় জাতীয় চলচ্চিত্র পুরস্কার থেকে",0,0,তেলুগু,তেলুগু
"তামান্নাহ্‌ ভাটিয়া (ইংরেজি: Tamannah Bhatia) (জন্মঃ ২১ ডিসেম্বর, ১৯৮৯ সাল[১]) একজন ভারতীয় চলচ্চিত্র অভিনেত্রী,[২] যিনি মূলত তেলুগু ও তামিল ছবিতে অভিনয় করেন",0,0,তেলুগু,তেলুগু
‘জয় হো’ সিনেমাটি ২০০৬ সালে মুক্তিপ্রাপ্ত তেলুগু ‘স্ট্যালিন’ সিনেমার অফিশিয়াল রিমেক,0,0,তেলুগু,তেলুগু
নয়াদিল্লি: এ বছর মার্চে বিজেপির সঙ্গে সমস্ত সম্পর্ক ছিন্ন করেছিল অন্ধ্রপ্রদেশের শাসক চন্দ্রবাবু নাইড়ুর তেলুগু দেশম পার্টি (টিডিপা),0,0,তেলুগু,তেলুগু
তেলুগু ফিল্ম ইন্ডাস্ট্রিতে তার অবদান অতুলনীয়,0,0,তেলুগু,তেলুগু
"পুরোহিতের সাহায্যে মিলিত হওয়ার জন্য পুত্র / কন্যার জাতকাম বা জনম কুন্ডালির (জন্মের সময় জ্যোতিষশাস্ত্রীয় চার্ট) ব্যবহার সাধারণ, তবে সর্বজনীন নয় তামিল ভাষায় ‘জোথিদার’ বা উত্তর ভারতের তেলুগুতে ‘পান্থুলু বা সিদ্ধন্তী’ নামে পরিচিত ব্রাহ্মণের কাছ থেকেও অভিভাবকরা পরামর্শ নিয়ে থাকেন, যাদের বিবাহ করার জন্য অনেক লোকের বিবরণ রয়েছে",0,0,তেলুগু,তেলুগু
২০১০ সালে তেলুগু ছবি ‘‌লিডার’‌ রাণার প্রথম ছবি,0,0,তেলুগু,তেলুগু
তার প্রয়াণের খবরে শোকের ছায়া নেমে এসেছে তেলুগু ছবির জগতে,0,0,তেলুগু,তেলুগু
তামিল এবং তেলুগু সিনেমার জগতে জনপ্রিয় নাম শ্রিয়া সরণ,0,0,তেলুগু,তেলুগু
পরিচিতি পান তেলুগু ব্লকবাস্টার ‘সমরসিমহা রেড্ডি’ সিনেমায় বীরা রাঘব রেড্ডির চরিত্রে অভিনয় করে,0,0,তেলুগু,তেলুগু
"তাই খানিকটা ক্ষ্যাপে গিয়েই বললেন, এই তারকারা নিশ্চয়ই তামিল বা তেলুগু নয়",0,0,তেলুগু,তেলুগু
"’ আগামী ২৬ জুন একই সাথে হিন্দি, তামিল ও তেলুগুতে মুক্তি পাচ্ছে ‘থালাইভি’",0,0,তেলুগুতে,তেলুগু
"এমনকী প্রতিবেশী রাজ্য তেলঙ্গানায় যে দলটি তেলুগু দেশমের প্রধান প্রতিদ্বন্দ্বী, সেই তেলঙ্গানা রাষ্ট্র সমিতির সঙ্গেও জোট বাঁধতে তাঁর আপত্তি নেই",0,0,তেলুগু,তেলুগু
"সন্দীপ শর্মা হলেন একজন ভারতীয় ক্রিকেটার, যিনি ঘরোয়া ক্রিকেটে পাঞ্জাব ক্রিকেট দলের হয়ে খেলেন",0,0,ভারতীয়,খেলেন
"এ কারণেই ভারতীয় ব্যাটসম্যানরা এখন ফাস্ট বোলিং ভাল খেলেন, বেশি সময় নিয়ে খেলতে পারেন",0,0,ভারতীয়,খেলেন
"রামাস্বামী শ্রেয়াস গোপাল[১] (কন্নড়: ಶ್ರೇಯಸ್ ಗೋಪಾಲ್; জন্ম ৪ সেপ্টেম্বর ১৯৯৩) একজন ভারতীয় ক্রিকেটার, যিনি কর্ণাটকের হয়ে ঘরোয়া ক্রিকেট খেলেন",0,0,ভারতীয়,ক্রিকেট খেলেন
"২০ বছর ধরে ক্রিকেট খেলছি, তাছাড়া ভারতীয় ক্রিকেটারদের সঙ্গে প্রতি বছরই দেখা (খেলা) হয়",0,0,ভারতীয়,ক্রিকেট খেলছি
হিমবাহের উপর ভারতীয় সেনার বেসক্যাম্পে গিয়ে জওয়ানদের সঙ্গে নিয়ে গরম জিলিপি খেলেন রাজনাথ,0,0,ভারতীয়,খেলেন
"বিরাট কোহলিদের বিরুদ্ধে সিরিজে দক্ষিণ আফ্রিকার নতুন ভারতীয় ব্যাটিং কোচ কখনও আন্তর্জাতিক ক্রিকেট খেলেননি, জানেন কে | 🏏 LatestLY বাংলা",0,0,ভারতীয়,ক্রিকেট খেলেন
কলাপাতায় প্রসাদ খেলেন ভারতীয় হাইকমিশনার,0,0,ভারতীয়,খেলেন
﻿ পাকিস্তানি সুন্দরীর ফাঁদে পড়ে ধরা খেলেন দুই ভারতীয় সেনা,0,0,ভারতীয়,খেলেন
"আগামী ম্যাচে যদি বাংলাদেশের বিপক্ষে ৫০ বা তার বেশি রানের ইনিংস খেলেন, তাহলে প্রথম ব্যাটসম্যান হিসেবে এক আসরে সবচেয়ে বেশি টানা ছয় ফিফটির রেকর্ড গড়বেন ভারতীয় অধিনায়ক",0,0,ভারতীয়,খেলেন
"ভারতীয় ক্রিকেট দলের অধিনায়ক বিরাট কোহলি, উইকেটকিপার মহেন্দ্র সিং ধোনি আর সহঅধিনায়ক রোহিত শর্মা কখনো একই দলের হয়ে আইপিএলে খেলেননি",0,0,ভারতীয়,খেলেন
#কলকাতা : আইসিসি ক্রিকেট বিশ্বকাপ ২০১৯ -র সেমিফাইনালে ভারত নিউজিল্যান্ডের কাছে হেরে বিদায় নিয়েছিল ৷ তারপর থেকে আর ভারতীয় ক্রিকেটের জার্সি গায়ে খেলেননি মহেন্দ্র সিং ধোনি ৷ আশা করা হয়েছিল আইপিএল ২০২০ -তে ফের চেন্নাই সুপার কিংসের জার্সিতে খেলে বাইশ গজে ফিরবেন মাহি ৷,0,0,ভারতীয়,খেলেন
ইন্দোনেশিয়ার রেস্তোরাঁয় ৭ লাখি খাবার খেলেন প্রাক্তন ভারতীয় ক্রিকেটার,0,0,ভারতীয়,খেলেন
